cod_uf,cod_munic,municipio,cod_amc,AMC,flag
Paraná,4115754,Mauá da Serra - PR,41AMC9197031,3421,0
Amazonas,1302900,Maués - AM,130290,65,0
Rio Grande do Norte,2407500,Maxaranguape - RN,24AMC9197009,783,0
Rio Grande do Sul,4312203,Maximiliano de Almeida - RS,431220,3743,0
Amapá,1600402,Mazagão - AP,160040,186,0
Rio Grande do Sul,4311718,Maçambará - RS,43AMC9197031,3865,0
Minas Gerais,3141306,Medeiros - MG,314130,2069,0
Bahia,2921104,Medeiros Neto - BA,292110,1544,0
Paraná,4115804,Medianeira - PR,41AMC9197033,3423,0
Pará,1504455,Medicilândia - PA,15AMC9197002,163,0
Minas Gerais,3141405,Medina - MG,314140,2070,0
Santa Catarina,4210803,Meleiro - SC,42AMC9197020,3622,0
Pará,1504505,Melgaço - PA,150450,129,0
Rio de Janeiro,3302809,Mendes - RJ,330280,2514,0
Minas Gerais,3141504,Mendes Pimentel - MG,31AMC9197052,2394,0
Sao Paulo,3529500,Mendonça - SP,352950,2820,0
Paraná,4115853,Mercedes - PR,41AMC9197030,3420,0
Minas Gerais,3141603,Mercês - MG,314160,2071,0
Sao Paulo,3529609,Meridiano - SP,352960,2821,0
Ceará,2308203,Meruoca - CE,230820,560,0
Minas Gerais,3141702,Mesquita - MG,31AMC9197053,2395,0
Rio de Janeiro,3302858,Mesquita - RJ,,2556,1
Alagoas,2705200,Messias - AL,270520,1172,0
Rio Grande do Norte,2407609,Messias Targino - RN,240760,705,0
Sao Paulo,3529658,Mesópolis - SP,35AMC9197037,3104,0
Piauí,2206209,Miguel Alves - PI,220620,396,0
Bahia,2921203,Miguel Calmon - BA,292120,1545,0
Piauí,2206308,Miguel Leão - PI,220630,397,0
Rio de Janeiro,3302908,Miguel Pereira - RJ,330290,2515,0
Sao Paulo,3529708,Miguelópolis - SP,352970,2822,0
Bahia,2921302,Milagres - BA,292130,1546,0
Ceará,2308302,Milagres - CE,230830,561,0
Maranhao,2106672,Milagres do Maranhão - MA,21AMC9197007,330,0
Ceará,2308351,Milhã - CE,230835,562,0
Piauí,2206357,Milton Brandão - PI,22AMC9197026,438,0
Goías,5213053,Mimoso de Goiás - GO,521305,4152,0
Espírito Santo,3203403,Mimoso do Sul - ES,320340,2465,0
Alagoas,2705309,Minador do Negrão - AL,27AMC9197004,1217,0
Minas Gerais,3141801,Minas Novas - MG,31AMC9197054,2396,0
Rio Grande do Sul,4312252,Minas do Leão - RS,43AMC9197011,3846,0
Goías,5213087,Minaçu - GO,521308,4153,0
Minas Gerais,3141900,Minduri - MG,314190,2072,0
Goías,5213103,Mineiros - GO,521310,4154,0
Sao Paulo,3529807,Mineiros do Tietê - SP,352980,2823,0
Rondônia,1101203,Ministro Andreazza - RO,11AMC9197001,9,0
Sao Paulo,3530003,Mira Estrela - SP,353000,2825,0
Minas Gerais,3142007,Mirabela - MG,31AMC9197055,2397,0
Sao Paulo,3529906,Miracatu - SP,352990,2824,0
Rio de Janeiro,3303005,Miracema - RJ,330300,2516,0
Tocantins,1713205,Miracema do Tocantins - TO,17AMC9197018,240,0
Maranhao,2106706,Mirador - MA,210670,292,0
Paraná,4115903,Mirador - PR,411590,3273,0
Minas Gerais,3142106,Miradouro - MG,314210,2073,0
Rio Grande do Sul,4312302,Miraguaí - RS,431230,3744,0
Mato Grosso do Sul,5005608,Miranda - MS,500560,3951,0
Maranhao,2106755,Miranda do Norte - MA,210675,293,0
Pernambuco,2609303,Mirandiba - PE,260930,1046,0
Sao Paulo,3530102,Mirandópolis - SP,353010,2826,0
Bahia,2921401,Mirangaba - BA,292140,1547,0
Tocantins,1713304,Miranorte - TO,171330,207,0
Bahia,2921450,Mirante - BA,292145,1548,0
Rondônia,1101302,Mirante da Serra - RO,11AMC9197005,13,0
Sao Paulo,3530201,Mirante do Paranapanema - SP,353020,2827,0
Paraná,4116000,Miraselva - PR,41AMC9197034,3424,0
Sao Paulo,3530300,Mirassol - SP,353030,2828,0
Mato Grosso,5105622,Mirassol d'Oeste - MT,,4034,1
Sao Paulo,3530409,Mirassolândia - SP,353040,2829,0
Minas Gerais,3142254,Miravânia - MG,31AMC9197057,2399,0
Minas Gerais,3142205,Miraí - MG,31AMC9197056,2398,0
Ceará,2308377,Miraíma - CE,230837,563,0
Santa Catarina,4210852,Mirim Doce - SC,42AMC9197037,3639,0
Maranhao,2106805,Mirinzal - MA,21AMC9197026,349,0
Paraná,4116059,Missal - PR,411605,3274,0
Ceará,2308401,Missão Velha - CE,230840,564,0
Pará,1504604,Mocajuba - PA,150460,130,0
Sao Paulo,3530508,Mococa - SP,353050,2830,0
Santa Catarina,4210902,Modelo - SC,42AMC9197032,3634,0
Minas Gerais,3142304,Moeda - MG,314230,2074,0
Minas Gerais,3142403,Moema - MG,314240,2075,0
Paraíba,2509404,Mogeiro - PB,250940,860,0
Sao Paulo,3530706,Mogi Guaçu - SP,35AMC9197036,3103,0
Sao Paulo,3530607,Mogi das Cruzes - SP,353060,2831,0
Goías,5213400,Moiporá - GO,521340,4155,0
Sergipe,2804102,Moita Bonita - SE,280410,1256,0
Sao Paulo,3530805,Moji Mirim - SP,353080,2832,0
Pará,1504703,Moju - PA,15AMC9197002,163,0
Ceará,2308500,Mombaça - CE,230850,565,0
Sao Paulo,3530904,Mombuca - SP,353090,2833,0
Santa Catarina,4211009,Mondaí - SC,42AMC9197021,3623,0
Sao Paulo,3531100,Mongaguá - SP,353110,2835,0
Minas Gerais,3142502,Monjolos - MG,314250,2076,0
Piauí,2206407,Monsenhor Gil - PI,22AMC9197043,455,0
Piauí,2206506,Monsenhor Hipólito - PI,220650,398,0
Minas Gerais,3142601,Monsenhor Paulo - MG,314260,2077,0
Ceará,2308609,Monsenhor Tabosa - CE,230860,566,0
Paraíba,2509503,Montadas - PB,250950,861,0
Minas Gerais,3142700,Montalvânia - MG,314270,2078,0
Espírito Santo,3203502,Montanha - ES,320350,2466,0
Rio Grande do Norte,2407708,Montanhas - RN,240770,706,0
Rio Grande do Sul,4312351,Montauri - RS,431235,3745,0
Pará,1504802,Monte Alegre - PA,150480,131,0
Rio Grande do Norte,2407807,Monte Alegre - RN,240780,707,0
Goías,5213509,Monte Alegre de Goiás - GO,521350,4156,0
Minas Gerais,3142809,Monte Alegre de Minas - MG,314280,2079,0
Sergipe,2804201,Monte Alegre de Sergipe - SE,280420,1257,0
Piauí,2206605,Monte Alegre do Piauí - PI,220660,399,0
Sao Paulo,3531209,Monte Alegre do Sul - SP,353120,2836,0
Rio Grande do Sul,4312377,Monte Alegre dos Campos - RS,43AMC9197071,3905,0
Sao Paulo,3531308,Monte Alto - SP,353130,2837,0
Sao Paulo,3531407,Monte Aprazível - SP,353140,2838,0
Minas Gerais,3142908,Monte Azul - MG,31AMC9197057,2399,0
Sao Paulo,3531506,Monte Azul Paulista - SP,353150,2839,0
Minas Gerais,3143005,Monte Belo - MG,314300,2080,0
Rio Grande do Sul,4312385,Monte Belo do Sul - RS,,4260,1
Santa Catarina,4211058,Monte Carlo - SC,42AMC9197005,3607,0
Minas Gerais,3143104,Monte Carmelo - MG,314310,2081,0
Santa Catarina,4211108,Monte Castelo - SC,421110,3537,0
Sao Paulo,3531605,Monte Castelo - SP,353160,2840,0
Minas Gerais,3143153,Monte Formoso - MG,31AMC9197042,2384,0
Paraíba,2509602,Monte Horebe - PB,250960,862,0
Sao Paulo,3531803,Monte Mor - SP,353180,2842,0
Rondônia,1101401,Monte Negro - RO,11AMC9197006,14,0
Bahia,2921500,Monte Santo - BA,292150,1549,0
Minas Gerais,3143203,Monte Santo de Minas - MG,314320,2082,0
Tocantins,1713700,Monte Santo do Tocantins - TO,17AMC9197012,234,0
Minas Gerais,3143401,Monte Sião - MG,314340,2084,0
Rio Grande do Norte,2407906,Monte das Gameleiras - RN,240790,708,0
Tocantins,1713601,Monte do Carmo - TO,171360,208,0
Paraíba,2509701,Monteiro - PB,250970,863,0
Sao Paulo,3531704,Monteiro Lobato - SP,353170,2841,0
Alagoas,2705408,Monteirópolis - AL,270540,1173,0
Rio Grande do Sul,4312401,Montenegro - RS,43AMC9197034,3868,0
Maranhao,2107001,Montes Altos - MA,21AMC9197027,350,0
Minas Gerais,3143302,Montes Claros - MG,314330,2083,0
Goías,5213707,Montes Claros de Goiás - GO,521370,4157,0
Minas Gerais,3143450,Montezuma - MG,31AMC9197067,2409,0
Goías,5213756,Montividiu - GO,521375,4158,0
Goías,5213772,Montividiu do Norte - GO,52AMC9197025,4256,0
Maranhao,2106904,Monção - MA,210690,294,0
Sao Paulo,3531001,Monções - SP,353100,2834,0
Ceará,2308708,Morada Nova - CE,230870,567,0
Minas Gerais,3143500,Morada Nova de Minas - MG,314350,2085,0
Ceará,2308807,Moraújo - CE,230880,568,0
Pernambuco,2614303,Moreilândia - PE,261430,1091,0
Paraná,4116109,Moreira Sales - PR,411610,3275,0
Pernambuco,2609402,Moreno - PE,260940,1047,0
Rio Grande do Sul,4312427,Mormaço - RS,43AMC9197062,3896,0
Bahia,2921609,Morpará - BA,292160,1550,0
Paraná,4116208,Morretes - PR,411620,3276,0
Ceará,2308906,Morrinhos - CE,230890,569,0
Goías,5213806,Morrinhos - GO,521380,4159,0
Rio Grande do Sul,4312443,Morrinhos do Sul - RS,43AMC9197065,3899,0
Sao Paulo,3531902,Morro Agudo - SP,353190,2843,0
Goías,5213855,Morro Agudo de Goiás - GO,521385,4160,0
Piauí,2206654,Morro Cabeça no Tempo - PI,22AMC9197011,423,0
Santa Catarina,4211256,Morro Grande - SC,42AMC9197020,3622,0
Rio Grande do Sul,4312450,Morro Redondo - RS,431245,3746,0
Rio Grande do Sul,4312476,Morro Reuter - RS,43AMC9197017,3852,0
Santa Catarina,4211207,Morro da Fumaça - SC,421120,3538,0
Minas Gerais,3143609,Morro da Garça - MG,314360,2086,0
Bahia,2921708,Morro do Chapéu - BA,292170,1551,0
Piauí,2206670,Morro do Chapéu do Piauí - PI,22AMC9197026,438,0
Minas Gerais,3143708,Morro do Pilar - MG,314370,2087,0
Maranhao,2107100,Morros - MA,21AMC9197028,351,0
Bahia,2921807,Mortugaba - BA,292180,1552,0
Sao Paulo,3532009,Morungaba - SP,353200,2844,0
Rio Grande do Norte,2408003,Mossoró - RN,240800,709,0
Goías,5213905,Mossâmedes - GO,52AMC9197018,4249,0
Rio Grande do Sul,4312500,Mostardas - RS,431250,3747,0
Sao Paulo,3532058,Motuca - SP,35AMC9197006,3073,0
Goías,5214002,Mozarlândia - GO,521400,4161,0
Pará,1504901,Muaná - PA,150490,132,0
Roraima,1400308,Mucajaí - RR,14AMC9197002,89,0
Ceará,2309003,Mucambo - CE,230900,570,0
Bahia,2921906,Mucugê - BA,292190,1553,0
Bahia,2922003,Mucuri - BA,292200,1554,0
Espírito Santo,3203601,Mucurici - ES,32AMC9197007,2492,0
Rio Grande do Sul,4312617,Muitos Capões - RS,43AMC9197071,3905,0
Rio Grande do Sul,4312625,Muliterno - RS,43AMC9197041,3875,0
Ceará,2309102,Mulungu - CE,230910,571,0
Paraíba,2509800,Mulungu - PB,250980,864,0
Bahia,2922052,Mulungu do Morro - BA,292205,1555,0
Bahia,2922102,Mundo Novo - BA,292210,1556,0
Goías,5214051,Mundo Novo - GO,521405,4162,0
Mato Grosso do Sul,5005681,Mundo Novo - MS,50AMC9197003,3975,0
Minas Gerais,3143807,Munhoz - MG,314380,2088,0
Paraná,4116307,Munhoz de Melo - PR,411630,3277,0
Bahia,2922201,Muniz Ferreira - BA,292220,1557,0
Espírito Santo,3203700,Muniz Freire - ES,320370,2467,0
Espírito Santo,3203809,Muqui - ES,320380,2468,0
Bahia,2922250,Muquém de São Francisco - BA,292225,1558,0
Minas Gerais,3143906,Muriaé - MG,31AMC9197058,2400,0
Sergipe,2804300,Muribeca - SE,280430,1258,0
Alagoas,2705507,Murici - AL,270550,1174,0
Piauí,2206696,Murici dos Portelas - PI,22AMC9197026,438,0
Tocantins,1713957,Muricilândia - TO,17AMC9197005,227,0
Bahia,2922300,Muritiba - BA,292230,1559,0
Sao Paulo,3532108,Murutinga do Sul - SP,353210,2845,0
Minas Gerais,3144003,Mutum - MG,314400,2089,0
Goías,5214101,Mutunópolis - GO,521410,4163,0
Bahia,2922409,Mutuípe - BA,292240,1560,0
Minas Gerais,3144102,Muzambinho - MG,314410,2090,0
Rio Grande do Sul,4312609,Muçum - RS,43AMC9197035,3869,0
Minas Gerais,3140159,Mário Campos - MG,31AMC9197030,2372,0
Acre,1200336,Mâncio Lima - AC,12AMC9197001,20,0
Paraíba,2508703,Mãe d'Água - PB,250870,854,0
Pará,1504059,Mãe do Rio - PA,150405,124,0
Minas Gerais,3144201,Nacip Raydan - MG,314420,2091,0
Sao Paulo,3532157,Nantes - SP,35AMC9197023,3090,0
Minas Gerais,3144300,Nanuque - MG,314430,2092,0
Minas Gerais,3144359,Naque - MG,31AMC9197002,2344,0
Sao Paulo,3532207,Narandiba - SP,353220,2846,0
Rio Grande do Norte,2408102,Natal - RN,240810,710,0
Minas Gerais,3144375,Natalândia - MG,31AMC9197010,2352,0
Rio de Janeiro,3303104,Natividade - RJ,33AMC9197011,2555,0
Tocantins,1714203,Natividade - TO,17AMC9197019,241,0
Sao Paulo,3532306,Natividade da Serra - SP,353230,2847,0
Paraíba,2509909,Natuba - PB,250990,865,0
Minas Gerais,3144409,Natércia - MG,314440,2093,0
Santa Catarina,4211306,Navegantes - SC,421130,3539,0
Mato Grosso do Sul,5005707,Naviraí - MS,500570,3952,0
Minas Gerais,3144508,Nazareno - MG,314450,2094,0
Paraíba,2510006,Nazarezinho - PB,251000,866,0
Bahia,2922508,Nazaré - BA,292250,1561,0
Tocantins,1714302,Nazaré - TO,17AMC9197031,253,0
Sao Paulo,3532405,Nazaré Paulista - SP,353240,2848,0
Pernambuco,2609501,Nazaré da Mata - PE,260950,1048,0
Piauí,2206704,Nazaré do Piauí - PI,220670,400,0
Goías,5214408,Nazário - GO,521440,4164,0
Minas Gerais,3144607,Nepomuceno - MG,314460,2095,0
Goías,5214507,Nerópolis - GO,521450,4165,0
Sao Paulo,3532504,Neves Paulista - SP,353250,2849,0
Sergipe,2804409,Neópolis - SE,28AMC9197001,1291,0
Amazonas,1303007,Nhamundá - AM,130300,66,0
Sao Paulo,3532603,Nhandeara - SP,353260,2850,0
Rio Grande do Sul,4312674,Nicolau Vergueiro - RS,43AMC9197041,3875,0
Bahia,2922607,Nilo Peçanha - BA,292260,1562,0
Rio de Janeiro,3303203,Nilópolis - RJ,330320,2517,0
Maranhao,2107209,Nina Rodrigues - MA,210720,295,0
Minas Gerais,3144656,Ninheira - MG,31AMC9197075,2417,0
Mato Grosso do Sul,5005806,Nioaque - MS,500580,3953,0
Sao Paulo,3532702,Nipoã - SP,353270,2851,0
Goías,5214606,Niquelândia - GO,521460,4166,0
Rio de Janeiro,3303302,Niterói - RJ,330330,2518,0
Mato Grosso,5105903,Nobres - MT,510590,4009,0
Rio Grande do Sul,4312708,Nonoai - RS,43AMC9197036,3870,0
Bahia,2922656,Nordestina - BA,292265,1563,0
Roraima,1400407,Normandia - RR,14AMC9197001,88,0
Mato Grosso,5106000,Nortelândia - MT,510600,4010,0
Sergipe,2804458,Nossa Senhora Aparecida - SE,280445,1259,0
Sergipe,2804508,Nossa Senhora da Glória - SE,280450,1260,0
Sergipe,2804607,Nossa Senhora das Dores - SE,280460,1261,0
Paraná,4116406,Nossa Senhora das Graças - PR,411640,3278,0
Sergipe,2804706,Nossa Senhora de Lourdes - SE,280470,1262,0
Piauí,2206753,Nossa Senhora de Nazaré - PI,22AMC9197005,417,0
Mato Grosso,5106109,Nossa Senhora do Livramento - MT,510610,4011,0
Sergipe,2804805,Nossa Senhora do Socorro - SE,280480,1263,0
Piauí,2206803,Nossa Senhora dos Remédios - PI,220680,401,0
Sao Paulo,3532801,Nova Aliança - SP,353280,2852,0
Paraná,4116505,Nova Aliança do Ivaí - PR,411650,3279,0
Rio Grande do Sul,4312757,Nova Alvorada - RS,431275,3748,0
Mato Grosso do Sul,5006002,Nova Alvorada do Sul - MS,50AMC9197005,3977,0
Goías,5214705,Nova América - GO,521470,4167,0
Paraná,4116604,Nova América da Colina - PR,411660,3280,0
Mato Grosso do Sul,5006200,Nova Andradina - MS,500620,3954,0
Rio Grande do Sul,4312807,Nova Araçá - RS,431280,3749,0
Goías,5214804,Nova Aurora - GO,521480,4168,0
Paraná,4116703,Nova Aurora - PR,411670,3281,0
Mato Grosso,5106158,Nova Bandeirantes - MT,51AMC9197013,4045,0
Rio Grande do Sul,4312906,Nova Bassano - RS,431290,3750,0
Minas Gerais,3144672,Nova Belém - MG,31AMC9197049,2391,0
Rio Grande do Sul,4312955,Nova Boa Vista - RS,43AMC9197041,3875,0
Mato Grosso,5106208,Nova Brasilândia - MT,51AMC9197011,4043,0
Rondônia,1100148,Nova Brasilândia D'Oeste - RO,110014,5,0
Rio Grande do Sul,4313003,Nova Bréscia - RS,,4259,1
Sao Paulo,3532827,Nova Campina - SP,35AMC9197027,3094,0
Bahia,2922706,Nova Canaã - BA,292270,1564,0
Sao Paulo,3532843,Nova Canaã Paulista - SP,35AMC9197058,3125,0
Mato Grosso,5106216,Nova Canaã do Norte - MT,510621,4012,0
Rio Grande do Sul,4313011,Nova Candelária - RS,43AMC9197020,3855,0
Paraná,4116802,Nova Cantu - PR,411680,3282,0
Sao Paulo,3532868,Nova Castilho - SP,35AMC9197020,3087,0
Maranhao,2107258,Nova Colinas - MA,21AMC9197018,341,0
Goías,5214838,Nova Crixás - GO,521483,4169,0
Rio Grande do Norte,2408300,Nova Cruz - RN,240830,712,0
Minas Gerais,3144706,Nova Era - MG,314470,2096,0
Santa Catarina,4211405,Nova Erechim - SC,421140,3540,0
Paraná,4116901,Nova Esperança - PR,411690,3283,0
Pará,1504950,Nova Esperança do Piriá - PA,15AMC9197012,173,0
Paraná,4116950,Nova Esperança do Sudoeste - PR,41AMC9197049,3439,0
Rio Grande do Sul,4313037,Nova Esperança do Sul - RS,431303,3751,0
Sao Paulo,3532900,Nova Europa - SP,353290,2853,0
Paraíba,2510105,Nova Floresta - PB,251010,867,0
Rio de Janeiro,3303401,Nova Friburgo - RJ,330340,2519,0
Bahia,2922730,Nova Fátima - BA,292273,1565,0
Paraná,4117008,Nova Fátima - PR,411700,3284,0
Goías,5214861,Nova Glória - GO,521486,4170,0
Sao Paulo,3533007,Nova Granada - SP,353300,2854,0
Mato Grosso,5108808,Nova Guarita - MT,51AMC9197004,4036,0
Sao Paulo,3533106,Nova Guataporanga - SP,353310,2855,0
Rio Grande do Sul,4313060,Nova Hartz - RS,43AMC9197060,3894,0
Bahia,2922755,Nova Ibiá - BA,292275,1566,0
Rio de Janeiro,3303500,Nova Iguaçu - RJ,,2556,1
Goías,5214879,Nova Iguaçu de Goiás - GO,52AMC9197017,4248,0
Sao Paulo,3533205,Nova Independência - SP,353320,2856,0
Maranhao,2107308,Nova Iorque - MA,210730,296,0
Pará,1504976,Nova Ipixuna - PA,15AMC9197002,163,0
Santa Catarina,4211454,Nova Itaberaba - SC,42AMC9197009,3611,0
Bahia,2922805,Nova Itarana - BA,292280,1567,0
Mato Grosso,5106182,Nova Lacerda - MT,51AMC9197010,4042,0
Paraná,4117057,Nova Laranjeiras - PR,41AMC9197026,3416,0
Minas Gerais,3144805,Nova Lima - MG,314480,2097,0
Paraná,4117107,Nova Londrina - PR,411710,3285,0
Sao Paulo,3533304,Nova Luzitânia - SP,353330,2857,0
Rondônia,1100338,Nova Mamoré - RO,110033,8,0
Mato Grosso,5108857,Nova Marilândia - MT,51AMC9197001,4033,0
Mato Grosso,5108907,Nova Maringá - MT,51AMC9197014,4046,0
Mato Grosso,5108956,Nova Monte Verde - MT,51AMC9197013,4045,0
Mato Grosso,5106224,Nova Mutum - MT,,3131,1
Minas Gerais,3144904,Nova Módica - MG,314490,2098,0
Sao Paulo,3533403,Nova Odessa - SP,353340,2858,0
Ceará,2309201,Nova Olinda - CE,230920,572,0
Paraíba,2510204,Nova Olinda - PB,251020,868,0
Tocantins,1714880,Nova Olinda - TO,171488,209,0
Maranhao,2107357,Nova Olinda do Maranhão - MA,21AMC9197047,370,0
Amazonas,1303106,Nova Olinda do Norte - AM,130310,67,0
Mato Grosso,5106232,Nova Olímpia - MT,510623,4013,0
Paraná,4117206,Nova Olímpia - PR,411720,3286,0
Rio Grande do Sul,4313102,Nova Palma - RS,43AMC9197033,3867,0
Paraíba,2510303,Nova Palmeira - PB,251030,869,0
Rio Grande do Sul,4313201,Nova Petrópolis - RS,43AMC9197017,3852,0
Minas Gerais,3145000,Nova Ponte - MG,314500,2099,0
Minas Gerais,3145059,Nova Porteirinha - MG,31AMC9197061,2403,0
Rio Grande do Sul,4313300,Nova Prata - RS,431330,3752,0
Paraná,4117255,Nova Prata do Iguaçu - PR,411725,3288,0
Rio Grande do Sul,4313086,Nova Pádua - RS,43AMC9197026,3860,0
Rio Grande do Sul,4313334,Nova Ramada - RS,43AMC9197001,3837,0
Bahia,2922854,Nova Redenção - BA,292285,1568,0
Minas Gerais,3145109,Nova Resende - MG,314510,2100,0
Goías,5214903,Nova Roma - GO,521490,4171,0
Rio Grande do Sul,4313359,Nova Roma do Sul - RS,431335,3753,0
Tocantins,1715002,Nova Rosalândia - TO,171500,210,0
Ceará,2309300,Nova Russas - CE,23AMC9197003,633,0
Paraná,4117214,Nova Santa Bárbara - PR,41AMC9197050,3440,0
Mato Grosso,5106190,Nova Santa Helena - MT,,1707,1
Piauí,2207959,Nova Santa Rita - PI,22AMC9197036,448,0
Rio Grande do Sul,4313375,Nova Santa Rita - RS,43AMC9197013,3848,0
Paraná,4117222,Nova Santa Rosa - PR,411722,3287,0
Minas Gerais,3145208,Nova Serrana - MG,314520,2101,0
Bahia,2922904,Nova Soure - BA,292290,1569,0
Paraná,4117271,Nova Tebas - PR,411727,3289,0
Pará,1505007,Nova Timboteua - PA,150500,133,0
Santa Catarina,4211504,Nova Trento - SC,421150,3541,0
Mato Grosso,5106240,Nova Ubiratã - MT,51AMC9197019,4049,0
Minas Gerais,3136603,Nova União - MG,313660,2031,0
Rondônia,1101435,Nova União - RO,11AMC9197005,13,0
Goías,5215009,Nova Veneza - GO,521500,4172,0
Santa Catarina,4211603,Nova Veneza - SC,421160,3542,0
Espírito Santo,3203908,Nova Venécia - ES,32AMC9197008,2493,0
Bahia,2923001,Nova Viçosa - BA,292300,1570,0
Mato Grosso,5106257,Nova Xavantina - MT,510625,4014,0
Sao Paulo,3533254,Novais - SP,35AMC9197054,3121,0
Tocantins,1715101,Novo Acordo - TO,17AMC9197030,252,0
Amazonas,1303205,Novo Airão - AM,130320,68,0
Tocantins,1715150,Novo Alegre - TO,17AMC9197007,229,0
Amazonas,1303304,Novo Aripuanã - AM,130330,69,0
Rio Grande do Sul,4313490,Novo Barreiro - RS,43AMC9197039,3873,0
Goías,5215207,Novo Brasil - GO,521520,4173,0
Rio Grande do Sul,4313391,Novo Cabrais - RS,43AMC9197012,3847,0
Minas Gerais,3145307,Novo Cruzeiro - MG,314530,2102,0
Goías,5215231,Novo Gama - GO,52AMC9197015,4246,0
Rio Grande do Sul,4313409,Novo Hamburgo - RS,431340,3754,0
Bahia,2923035,Novo Horizonte - BA,292303,1571,0
Santa Catarina,4211652,Novo Horizonte - SC,42AMC9197032,3634,0
Sao Paulo,3533502,Novo Horizonte - SP,353350,2859,0
Mato Grosso,5106273,Novo Horizonte do Norte - MT,510627,4015,0
Rondônia,1100502,Novo Horizonte do Oeste - RO,11AMC9197007,15,0
Mato Grosso do Sul,5006259,Novo Horizonte do Sul - MS,50AMC9197002,3974,0
Paraná,4117297,Novo Itacolomi - PR,41AMC9197005,3395,0
Tocantins,1715259,Novo Jardim - TO,17AMC9197025,247,0
Alagoas,2705606,Novo Lino - AL,270560,1175,0
Rio Grande do Sul,4313425,Novo Machado - RS,43AMC9197069,3903,0
Mato Grosso,5106265,Novo Mundo - MT,51AMC9197005,4037,0
Ceará,2309409,Novo Oriente - CE,230940,573,0
Minas Gerais,3145356,Novo Oriente de Minas - MG,31AMC9197079,2421,0
Piauí,2206902,Novo Oriente do Piauí - PI,22AMC9197043,455,0
Goías,5215256,Novo Planalto - GO,521525,4174,0
Pará,1505031,Novo Progresso - PA,15AMC9197010,171,0
Pará,1505064,Novo Repartimento - PA,15AMC9197002,163,0
Mato Grosso,5106315,Novo Santo Antônio - MT,,3908,1
Piauí,2206951,Novo Santo Antônio - PI,22AMC9197001,413,0
Mato Grosso,5106281,Novo São Joaquim - MT,510628,4016,0
Rio Grande do Sul,4313441,Novo Tiradentes - RS,43AMC9197039,3873,0
Bahia,2923050,Novo Triunfo - BA,292305,1572,0
Minas Gerais,3145372,Novorizonte - MG,31AMC9197069,2411,0
Sao Paulo,3533601,Nuporanga - SP,353360,2860,0
Rio Grande do Sul,4312658,Não-Me-Toque - RS,43AMC9197041,3875,0
Rio Grande do Norte,2408201,Nísia Floresta - RN,240820,711,0
Ceará,2309458,Ocara - CE,230945,574,0
Sao Paulo,3533700,Ocauçu - SP,353370,2861,0
Piauí,2207009,Oeiras - PI,22AMC9197021,433,0
Pará,1505205,Oeiras do Pará - PA,150520,135,0
Amapá,1600501,Oiapoque - AP,160050,187,0
Minas Gerais,3145406,Olaria - MG,314540,2103,0
Piauí,2207108,Olho D'Água do Piauí - PI,22AMC9197043,455,0
Paraíba,2510402,Olho d'Água - PB,251040,870,0
Alagoas,2705903,Olho d'Água Grande - AL,270590,1178,0
Maranhao,2107407,Olho d'Água das Cunhãs - MA,210740,297,0
Alagoas,2705705,Olho d'Água das Flores - AL,270570,1176,0
Alagoas,2705804,Olho d'Água do Casado - AL,270580,1177,0
Rio Grande do Norte,2408409,Olho-d'Água do Borges - RN,240840,713,0
