Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
SE-CRISTINAPOLIS;0;0;0;0;0;0;0;0;0
SE-CUMBE;0;0;0;0;0;0;0;0;0
SE-DIVINA PASTORA;0;0;0;0;0;0;0;0;0
SE-ESTANCIA;0;0;0;0;0;0;0;0;0
SE-FEIRA NOVA;0;0;0;0;0;0;0;0;0
SE-FREI PAULO;0;0;0;0;0;0;0;0;0
SE-GARARU;0;0;0;0;0;0;0;0;0
SE-GENERAL MAYNARD;0;0;0;0;0;0;0;0;0
SE-GRACHO CARDOSO;0;0;0;0;0;0;0;0;0
SE-ILHA DAS FLORES;0;0;0;0;0;0;0;0;0
SE-INDIAROBA;0;0;0;0;0;0;0;0;0
SE-ITABAIANA;0;0;0;0;0;0;0;0;0
SE-ITABAIANINHA;0;0;0;0;0;0;0;0;0
SE-ITABI;0;0;0;0;0;0;0;0;0
SE-ITAPORANGA D AJUDA;0;0;0;0;0;0;0;0;0
SE-JAPARATUBA;0;0;0;0;0;0;0;0;0
SE-JAPOATA;0;0;0;0;0;0;0;0;0
SE-LAGARTO;0;0;0;0;0;0;0;0;0
SE-LARANJEIRAS;0;0;0;0;0;0;0;0;0
SE-MACAMBIRA;0;0;0;0;0;0;0;0;0
SE-MALHADA DOS BOIS;0;0;0;0;0;0;0;0;0
SE-MALHADOR;0;0;0;0;0;0;0;0;0
SE-MARUIM;0;0;0;0;0;0;0;0;0
SE-MOITA BONITA;0;0;0;0;0;0;0;0;0
SE-MONTE ALEGRE DE SERGIPE;0;0;0;0;0;0;0;0;0
SE-MURIBECA;0;0;0;0;0;0;0;0;0
SE-NEOPOLIS;0;0;0;0;0;0;0;0;0
SE-NOSSA SENHORA APARECIDA;0;0;0;0;0;0;0;0;0
SE-NOSSA SENHORA DA GLORIA;0;0;0;0;0;0;0;0;0
SE-NOSSA SENHORA DAS DORES;0;0;0;0;0;0;0;0;0
SE-NOSSA SENHORA DE LOURDES;0;0;0;0;0;0;0;0;0
SE-NOSSA SENHORA DO SOCORRO;0;0;0;0;0;0;0;0;0
SE-PACATUBA;0;0;0;0;0;0;0;0;0
SE-PEDRA MOLE;0;0;0;0;0;0;0;0;0
SE-PEDRINHAS;0;0;0;0;0;0;0;0;0
SE-PINHAO;0;0;0;0;0;0;0;0;0
SE-PIRAMBU;0;0;0;0;0;0;0;0;0
SE-POCO REDONDO;0;0;0;0;0;0;0;0;0
SE-POCO VERDE;0;0;0;0;0;0;0;0;0
SE-PORTO DA FOLHA;0;0;0;0;0;0;0;0;0
SE-PROPRIA;0;0;0;0;0;0;0;0;0
SE-RIACHAO DO DANTAS;0;0;0;0;0;0;0;0;0
SE-RIACHUELO;0;0;0;0;0;0;0;0;0
SE-RIBEIROPOLIS;0;0;0;0;0;0;0;0;0
SE-ROSARIO DO CATETE;0;0;0;0;0;0;0;0;0
SE-SALGADO;0;0;0;0;0;0;0;0;0
SE-SANTA LUZIA DO ITANHY;0;0;0;0;0;0;0;0;0
SE-SANTANA DO SAO FRANCISCO;0;0;0;0;0;0;0;0;0
SE-SANTA ROSA DE LIMA;0;0;0;0;0;0;0;0;0
SE-SANTO AMARO DAS BROTAS;0;0;0;0;0;0;0;0;0
SE-SAO CRISTOVAO;0;0;0;0;0;0;0;0;0
SE-SAO DOMINGOS;0;0;0;0;0;0;0;0;0
SE-SAO FRANCISCO;0;0;0;0;0;0;0;0;0
SE-SAO MIGUEL DO ALEIXO;0;0;0;0;0;0;0;0;0
SE-SIMAO DIAS;0;0;0;0;0;0;0;0;0
SE-SIRIRI;0;0;0;0;0;0;0;0;0
SE-TELHA;0;0;0;0;0;0;0;0;0
SE-TOBIAS BARRETO;0;0;0;0;0;0;0;0;0
SE-TOMAR DO GERU;0;0;0;0;0;0;0;0;0
SE-UMBAUBA;0;0;0;0;0;0;0;0;0
SE-IGNORADO;0;0;0;0;0;0;0;0;0
BA-ABAIRA;0;0;0;0;0;0;0;0;0
BA-ABARE;0;0;0;0;0;0;0;0;0
BA-ACAJUTIBA;0;0;0;0;0;0;0;0;0
BA-ADUSTINA;0;0;0;0;0;0;0;0;0
BA-AGUA FRIA;0;0;0;0;0;0;0;0;0
BA-ERICO CARDOSO;0;0;0;0;0;0;0;0;0
BA-AIQUARA;0;0;0;0;0;0;0;0;0
BA-ALAGOINHAS;0;0;0;0;0;0;0;0;0
BA-ALCOBACA;0;0;0;0;0;0;0;0;0
BA-ALMADINA;0;0;0;0;0;0;0;0;0
BA-AMARGOSA;0;0;0;0;0;0;0;0;0
BA-AMELIA RODRIGUES;0;0;0;0;0;0;0;0;0
BA-AMERICA DOURADA;0;0;0;0;0;0;0;0;0
BA-ANAGE;0;0;0;0;0;0;0;0;0
BA-ANDARAI;0;0;0;0;0;0;0;0;0
BA-ANDORINHA;0;0;0;0;0;0;0;0;0
BA-ANGICAL;0;0;0;0;0;0;0;0;0
BA-ANGUERA;0;0;0;0;0;0;0;0;0
BA-ANTAS;0;0;0;0;0;0;0;0;0
BA-ANTONIO CARDOSO;0;0;0;0;0;0;0;0;0
BA-ANTONIO GONCALVES;0;0;0;0;0;0;0;0;0
BA-APORA;0;0;0;0;0;0;0;0;0
BA-APUAREMA;0;0;0;0;0;0;0;0;0
BA-ARACATU;0;0;0;0;0;0;0;0;0
BA-ARACAS;0;0;0;0;0;0;0;0;0
BA-ARACI;0;0;0;0;0;0;0;0;0
BA-ARAMARI;0;0;0;0;0;0;0;0;0
BA-ARATACA;0;0;0;0;0;0;0;0;0
BA-ARATUIPE;0;0;0;0;0;0;0;0;0
BA-AURELINO LEAL;0;0;0;0;0;0;0;0;0
BA-BAIANOPOLIS;0;0;0;0;0;0;1085,25;0;1085,25
BA-BAIXA GRANDE;0;0;0;0;0;0;0;0;0
BA-BANZAE;0;0;0;0;0;0;0;0;0
BA-BARRA;0;0;0;0;0;0;0;0;0
BA-BARRA DA ESTIVA;0;0;0;0;0;0;0;0;0
BA-BARRA DO CHOCA;0;0;0;0;0;0;0;0;0
BA-BARRA DO MENDES;0;0;0;0;0;0;0;0;0
BA-BARRA DO ROCHA;0;0;0;0;0;0;0;0;0
BA-BARREIRAS;0;0;0;0;0;0;13206,6400000015;0;13206,6400000015
BA-BARRO ALTO;0;0;0;0;0;0;0;0;0
BA-BARROCAS;0;0;0;0;0;0;0;0;0
BA-BARRO PRETO;0;0;0;0;0;0;0;0;0
BA-BELMONTE;0;0;0;0;0;0;0;0;0
BA-BELO CAMPO;0;0;0;0;0;0;0;0;0
BA-BIRITINGA;0;0;0;0;0;0;0;0;0
BA-BOA NOVA;0;0;0;0;0;0;0;0;0
BA-BOA VISTA DO TUPIM;0;0;0;0;0;0;0;0;0
BA-BOM JESUS DA LAPA;0;0;0;0;0;0;0;0;0
BA-BOM JESUS DA SERRA;0;0;0;0;0;0;0;0;0
BA-BONINAL;0;0;0;0;0;0;0;0;0
BA-BONITO;0;0;0;0;0;0;0;0;0
BA-BOQUIRA;0;0;0;0;0;0;0;0;0
BA-BOTUPORA;0;0;0;0;0;0;0;0;0
BA-BREJOES;0;0;0;0;0;0;0;0;0
BA-BREJOLANDIA;0;0;0;0;0;0;0;0;0
BA-BROTAS DE MACAUBAS;0;0;0;0;0;0;0;0;0
BA-BRUMADO;0;0;0;0;0;0;0;0;0
BA-BUERAREMA;0;0;0;0;0;0;0;0;0
BA-BURITIRAMA;0;0;0;0;0;0;0;0;0
BA-CAATIBA;0;0;0;0;0;0;0;0;0
BA-CABACEIRAS DO PARAGUACU;0;0;0;0;0;0;0;0;0
BA-CACHOEIRA;0;0;0;0;0;0;0;0;0
BA-CACULE;0;0;0;0;0;0;0;0;0
BA-CAEM;0;0;0;0;0;0;0;0;0
BA-CAETANOS;0;0;0;0;0;0;0;0;0
BA-CAETITE;0;0;0;0;0;0;0;0;0
BA-CAFARNAUM;0;0;0;0;0;0;0;0;0
BA-CAIRU;0;0;0;0;0;0;0;0;0
BA-CALDEIRAO GRANDE;0;0;0;0;0;0;0;0;0
BA-CAMACAN;0;0;0;0;0;0;0;0;0
BA-CAMACARI;0;0;0;0;0;0;0;0;0
BA-CAMAMU;0;0;0;0;0;0;0;0;0
BA-CAMPO ALEGRE DE LOURDES;0;0;0;0;0;0;0;0;0
BA-CAMPO FORMOSO;0;0;0;0;0;0;0;0;0
BA-CANAPOLIS;0;0;0;0;0;0;0;0;0
BA-CANARANA;0;0;0;0;0;0;0;0;0
BA-CANAVIEIRAS;0;0;0;0;0;0;0;0;0
BA-CANDEAL;0;0;0;0;0;0;0;0;0
BA-CANDEIAS;0;0;0;0;0;0;0;0;0
BA-CANDIBA;0;0;0;0;0;0;0;0;0
BA-CANDIDO SALES;0;0;0;0;0;0;0;0;0
BA-CANSANCAO;0;0;0;0;0;0;0;0;0
BA-CANUDOS;0;0;0;0;0;0;0;0;0
BA-CAPELA DO ALTO ALEGRE;0;0;0;0;0;0;0;0;0
BA-CAPIM GROSSO;0;0;0;0;0;0;0;0;0
BA-CARAIBAS;0;0;0;0;0;0;0;0;0
BA-CARAVELAS;0;0;0;0;0;0;0;0;0
BA-CARDEAL DA SILVA;0;0;0;0;0;0;0;0;0
BA-CARINHANHA;0;0;0;0;0;0;0;0;0
BA-CASA NOVA;0;0;0;0;0;0;0;0;0
BA-CASTRO ALVES;0;0;0;0;0;0;0;0;0
BA-CATOLANDIA;0;0;0;0;0;0;0;0;0
BA-CATU;0;0;0;0;0;0;0;0;0
BA-CATURAMA;0;0;0;0;0;0;0;0;0
BA-CENTRAL;0;0;0;0;0;0;0;0;0
BA-CHORROCHO;0;0;0;0;0;0;0;0;0
BA-CICERO DANTAS;0;0;0;0;0;0;0;0;0
BA-CIPO;0;0;0;0;0;0;0;0;0
BA-COARACI;0;0;0;0;0;0;0;0;0
BA-COCOS;0;0;0;0;0;0;0;0;0
BA-CONCEICAO DA FEIRA;0;0;0;0;0;0;0;0;0
BA-CONCEICAO DO ALMEIDA;0;0;0;0;0;0;0;0;0
BA-CONCEICAO DO COITE;0;0;0;0;0;0;0;0;0
BA-CONCEICAO DO JACUIPE;0;0;0;0;0;0;0;0;0
BA-CONDE;0;0;0;0;0;0;0;0;0
BA-CONDEUBA;0;0;0;0;0;0;0;0;0
BA-CONTENDAS DO SINCORA;0;0;0;0;0;0;0;0;0
BA-CORACAO DE MARIA;0;0;0;0;0;0;0;0;0
BA-CORDEIROS;0;0;0;0;0;0;0;0;0
BA-CORIBE;0;0;0;0;0;0;0;0;0
BA-CORONEL JOAO SA;0;0;0;0;0;0;0;0;0
BA-CORRENTINA;0;0;0;0;0;0;10770,5899999999;0;10770,5899999999
BA-COTEGIPE;0;0;0;0;0;0;0;0;0
BA-CRAVOLANDIA;0;0;0;0;0;0;0;0;0
BA-CRISOPOLIS;0;0;0;0;0;0;0;0;0
BA-CRISTOPOLIS;0;0;0;0;0;0;0;0;0
BA-CRUZ DAS ALMAS;0;0;0;0;0;0;0;0;0
BA-CURACA;0;0;0;0;0;0;0;0;0
BA-DARIO MEIRA;0;0;0;0;0;0;0;0;0
BA-DIAS D AVILA;0;0;0;0;0;0;0;0;0
BA-DOM BASILIO;0;0;0;0;0;0;0;0;0
BA-DOM MACEDO COSTA;0;0;0;0;0;0;0;0;0
BA-ELISIO MEDRADO;0;0;0;0;0;0;0;0;0
BA-ENCRUZILHADA;0;0;0;0;0;0;0;0;0
BA-ENTRE RIOS;0;0;0;0;0;0;0;0;0
BA-ESPLANADA;0;0;0;0;0;0;0;0;0
BA-EUCLIDES DA CUNHA;0;0;0;0;0;0;0;0;0
BA-EUNAPOLIS;0;0;0;0;0;0;0;0;0
BA-FATIMA;0;0;0;0;0;0;0;0;0
BA-FEIRA DA MATA;0;0;0;0;0;0;0;0;0
BA-FEIRA DE SANTANA;0;0;0;0;0;0;0;0;0
BA-FILADELFIA;0;0;0;0;0;0;0;0;0
BA-FIRMINO ALVES;0;0;0;0;0;0;0;0;0
BA-FLORESTA AZUL;0;0;0;0;0;0;0;0;0
BA-FORMOSA DO RIO PRETO;0;0;0;0;0;0;11449,9699999993;0;11449,9699999993
BA-GANDU;0;0;0;0;0;0;0;0;0
BA-GAVIAO;0;0;0;0;0;0;0;0;0
BA-GENTIO DO OURO;0;0;0;0;0;0;0;0;0
BA-GLORIA;0;0;0;0;0;0;0;0;0
BA-GONGOGI;0;0;0;0;0;0;0;0;0
BA-GOVERNADOR MANGABEIRA;0;0;0;0;0;0;0;0;0
BA-GUAJERU;0;0;0;0;0;0;0;0;0
BA-GUANAMBI;0;0;0;0;0;0;0;0;0
BA-GUARATINGA;0;0;0;0;0;0;0;0;0
BA-HELIOPOLIS;0;0;0;0;0;0;0;0;0
BA-IACU;0;0;0;0;0;0;0;0;0
BA-IBIASSUCE;0;0;0;0;0;0;0;0;0
BA-IBICARAI;0;0;0;0;0;0;0;0;0
BA-IBICOARA;0;0;0;0;0;0;0;0;0
BA-IBICUI;0;0;0;0;0;0;0;0;0
BA-IBIPEBA;0;0;0;0;0;0;0;0;0
BA-IBIPITANGA;0;0;0;0;0;0;0;0;0
BA-IBIQUERA;0;0;0;0;0;0;0;0;0
BA-IBIRAPITANGA;0;0;0;0;0;0;0;0;0
BA-IBIRAPUA;0;0;0;0;0;0;0;0;0
BA-IBIRATAIA;0;0;0;0;0;0;0;0;0
BA-IBITIARA;0;0;0;0;0;0;0;0;0
BA-IBITITA;0;0;0;0;0;0;0;0;0
BA-IBOTIRAMA;0;0;0;0;0;0;0;0;0
BA-ICHU;0;0;0;0;0;0;0;0;0
BA-IGAPORA;0;0;0;0;0;0;0;0;0
BA-IGRAPIUNA;0;0;0;0;0;0;0;0;0
BA-IGUAI;0;0;0;0;0;0;0;0;0
BA-ILHEUS;0;0;0;0;0;0;0;0;0
BA-INHAMBUPE;0;0;0;0;0;0;0;0;0
BA-IPECAETA;0;0;0;0;0;0;0;0;0
BA-IPIAU;0;0;0;0;0;0;0;0;0
BA-IPIRA;0;0;0;0;0;0;0;0;0
BA-IPUPIARA;0;0;0;0;0;0;0;0;0
BA-IRAJUBA;0;0;0;0;0;0;0;0;0
BA-IRAMAIA;0;0;0;0;0;0;0;0;0
BA-IRAQUARA;0;0;0;0;0;0;0;0;0
BA-IRARA;0;0;0;0;0;0;0;0;0
BA-IRECE;0;0;0;0;0;0;0;0;0
BA-ITABELA;0;0;0;0;0;0;0;0;0
BA-ITABERABA;0;0;0;0;0;0;0;0;0
BA-ITABUNA;0;0;0;0;0;0;0;0;0
BA-ITACARE;0;0;0;0;0;0;0;0;0
BA-ITAETE;0;0;0;0;0;0;0;0;0
BA-ITAGI;0;0;0;0;0;0;0;0;0
BA-ITAGIBA;0;0;0;0;0;0;0;0;0
BA-ITAGIMIRIM;0;0;0;0;0;0;0;0;0
BA-ITAGUACU DA BAHIA;0;0;0;0;0;0;0;0;0
BA-ITAJU DO COLONIA;0;0;0;0;0;0;0;0;0
BA-ITAJUIPE;0;0;0;0;0;0;0;0;0
BA-ITAMARAJU;0;0;0;0;0;0;0;0;0
BA-ITAMARI;0;0;0;0;0;0;0;0;0
BA-ITAMBE;0;0;0;0;0;0;0;0;0
BA-ITANAGRA;0;0;0;0;0;0;0;0;0
BA-ITANHEM;0;0;0;0;0;0;0;0;0
BA-ITAPARICA;0;0;0;0;0;0;0;0;0
BA-ITAPE;0;0;0;0;0;0;0;0;0
BA-ITAPEBI;0;0;0;0;0;0;0;0;0
BA-ITAPETINGA;0;0;0;0;0;0;0;0;0
BA-ITAPICURU;0;0;0;0;0;0;0;0;0
BA-ITAPITANGA;0;0;0;0;0;0;0;0;0
BA-ITAQUARA;0;0;0;0;0;0;0;0;0
BA-ITARANTIM;0;0;0;0;0;0;0;0;0
BA-ITATIM;0;0;0;0;0;0;0;0;0
BA-ITIRUCU;0;0;0;0;0;0;0;0;0
BA-ITIUBA;0;0;0;0;0;0;0;0;0
BA-ITORORO;0;0;0;0;0;0;0;0;0
BA-ITUACU;0;0;0;0;0;0;0;0;0
BA-ITUBERA;0;0;0;0;0;0;0;0;0
BA-IUIU;0;0;0;0;0;0;0;0;0
BA-JABORANDI;0;0;0;0;0;0;300;0;300
BA-JACARACI;0;0;0;0;0;0;0;0;0
BA-JACOBINA;0;0;0;0;0;0;0;0;0
BA-JAGUAQUARA;0;0;0;0;0;0;0;0;0
BA-JAGUARARI;0;0;0;0;0;0;0;0;0
BA-JAGUARIPE;0;0;0;0;9319,85000000335;0;0;0;9319,85000000335
BA-JANDAIRA;0;0;0;0;0;0;0;0;0
BA-JEQUIE;0;0;0;0;0;0;0;0;0
BA-JEREMOABO;0;0;0;0;0;0;0;0;0
BA-JIQUIRICA;0;0;0;0;0;0;0;0;0
BA-JITAUNA;0;0;0;0;0;0;0;0;0
BA-JOAO DOURADO;0;0;0;0;0;0;0;0;0
BA-JUAZEIRO;0;0;0;0;0;0;0;0;0
BA-JUCURUCU;0;0;0;0;0;0;0;0;0
BA-JUSSARA;0;0;0;0;0;0;0;0;0
BA-JUSSARI;0;0;0;0;0;0;0;0;0
BA-JUSSIAPE;0;0;0;0;0;0;0;0;0
BA-LAFAIETE COUTINHO;0;0;0;0;0;0;0;0;0
BA-LAGOA REAL;0;0;0;0;0;0;0;0;0
BA-LAJE;0;0;0;0;0;0;0;0;0
BA-LAJEDAO;0;0;0;0;0;0;0;0;0
BA-LAJEDINHO;0;0;0;0;0;0;0;0;0
BA-LAJEDO DO TABOCAL;0;0;0;0;0;0;0;0;0
BA-LAMARAO;0;0;0;0;0;0;0;0;0
BA-LAPAO;0;0;0;0;0;0;0;0;0
BA-LAURO DE FREITAS;0;0;0;0;0;0;0;0;0
BA-LENCOIS;0;0;0;0;0;0;0;0;0
BA-LICINIO DE ALMEIDA;0;0;0;0;0;0;0;0;0
BA-LIVRAMENTO DE NOSSA SENHORA;0;0;0;0;0;0;0;0;0
BA-LUIS EDUARDO MAGALHAES;0;0;0;0;0;0;12481,8500000006;0;12481,8500000006
BA-MACAJUBA;0;0;0;0;0;0;0;0;0
BA-MACARANI;0;0;0;0;0;0;0;0;0
BA-MACAUBAS;0;0;0;0;0;0;0;0;0
BA-MACURURE;0;0;0;0;0;0;0;0;0
BA-MADRE DE DEUS;0;0;0;0;0;0;0;0;0
BA-MAETINGA;0;0;0;0;0;0;0;0;0
BA-MAIQUINIQUE;0;0;0;0;0;0;0;0;0
BA-MAIRI;0;0;0;0;0;0;0;0;0
BA-MALHADA;0;0;0;0;0;0;0;0;0
BA-MALHADA DE PEDRAS;0;0;0;0;0;0;0;0;0
BA-MANOEL VITORINO;0;0;0;0;0;0;0;0;0
BA-MANSIDAO;0;0;0;0;0;0;0;0;0
BA-MARACAS;0;0;0;0;0;0;0;0;0
BA-MARAGOGIPE;0;0;0;0;0;0;0;0;0
BA-MARAU;0;0;0;0;0;0;0;0;0
BA-MARCIONILIO SOUZA;0;0;0;0;0;0;0;0;0
BA-MASCOTE;0;0;0;0;0;0;0;0;0
BA-MATA DE SAO JOAO;0;0;0;0;0;0;0;0;0
BA-MATINA;0;0;0;0;0;0;0;0;0
BA-MEDEIROS NETO;0;0;0;0;0;0;0;0;0
BA-MIGUEL CALMON;0;0;0;0;0;0;0;0;0
BA-MILAGRES;0;0;0;0;0;0;0;0;0
BA-MIRANGABA;0;0;0;0;0;0;0;0;0
BA-MIRANTE;0;0;0;0;0;0;0;0;0
BA-MONTE SANTO;0;0;0;0;0;0;0;0;0
BA-MORPARA;0;0;0;0;0;0;0;0;0
BA-MORRO DO CHAPEU;0;0;0;0;0;0;0;0;0
BA-MORTUGABA;0;0;0;0;0;0;0;0;0
BA-MUCUGE;0;0;0;0;0;0;0;0;0
BA-MUCURI;0;0;0;0;0;0;0;0;0
BA-MULUNGU DO MORRO;0;0;0;0;0;0;0;0;0
BA-MUNDO NOVO;0;0;0;0;0;0;0;0;0
BA-MUNIZ FERREIRA;0;0;0;0;0;0;0;0;0
BA-MUQUEM DE SAO FRANCISCO;0;0;0;0;0;0;0;0;0
BA-MURITIBA;0;0;0;0;0;0;0;0;0
BA-MUTUIPE;0;0;0;0;0;0;0;0;0
BA-NAZARE;0;0;0;0;0;0;0;0;0
BA-NILO PECANHA;0;0;0;0;0;0;0;0;0
BA-NORDESTINA;0;0;0;0;0;0;0;0;0
BA-NOVA CANAA;0;0;0;0;0;0;0;0;0
BA-NOVA FATIMA;0;0;0;0;0;0;0;0;0
BA-NOVA IBIA;0;0;0;0;0;0;0;0;0
BA-NOVA ITARANA;0;0;0;0;0;0;0;0;0
BA-NOVA REDENCAO;0;0;0;0;0;0;0;0;0
BA-NOVA SOURE;0;0;0;0;0;0;0;0;0
BA-NOVA VICOSA;0;0;0;0;0;0;0;0;0
BA-NOVO HORIZONTE;0;0;0;0;0;0;0;0;0
BA-NOVO TRIUNFO;0;0;0;0;0;0;0;0;0
BA-OLINDINA;0;0;0;0;0;0;0;0;0
BA-OLIVEIRA DOS BREJINHOS;0;0;0;0;0;0;0;0;0
BA-OURICANGAS;0;0;0;0;0;0;0;0;0
BA-OUROLANDIA;0;0;0;0;0;0;0;0;0
BA-PALMAS DE MONTE ALTO;0;0;0;0;0;0;0;0;0
BA-PALMEIRAS;0;0;0;0;0;0;0;0;0
BA-PARAMIRIM;0;0;0;0;0;0;0;0;0
BA-PARATINGA;0;0;0;0;0;0;0;0;0
BA-PARIPIRANGA;0;0;0;0;0;0;0;0;0
BA-PAU BRASIL;0;0;0;0;0;0;0;0;0
BA-PAULO AFONSO;0;0;0;0;0;0;0;0;0
BA-PE DE SERRA;0;0;0;0;0;0;0;0;0
BA-PEDRAO;0;0;0;0;0;0;0;0;0
BA-PEDRO ALEXANDRE;0;0;0;0;0;0;0;0;0
BA-PIATA;0;0;0;0;0;0;0;0;0
BA-PILAO ARCADO;0;0;0;0;0;0;0;0;0
BA-PINDAI;0;0;0;0;0;0;0;0;0
BA-PINDOBACU;0;0;0;0;0;0;0;0;0
BA-PINTADAS;0;0;0;0;0;0;0;0;0
BA-PIRAI DO NORTE;0;0;0;0;0;0;0;0;0
BA-PIRIPA;0;0;0;0;0;0;0;0;0
BA-PIRITIBA;0;0;0;0;0;0;0;0;0
BA-PLANALTINO;0;0;0;0;0;0;0;0;0
BA-PLANALTO;0;0;0;0;0;0;0;0;0
BA-POCOES;0;0;0;0;0;0;0;0;0
BA-POJUCA;0;0;0;0;0;0;0;0;0
BA-PONTO NOVO;0;0;0;0;0;0;0;0;0
BA-PORTO SEGURO;0;0;0;0;0;0;0;0;0
BA-POTIRAGUA;0;0;0;0;0;0;0;0;0
BA-PRADO;0;0;0;0;0;0;0;0;0
BA-PRESIDENTE DUTRA;0;0;0;0;0;0;0;0;0
BA-PRESIDENTE JANIO QUADROS;0;0;0;0;0;0;0;0;0
BA-PRESIDENTE TANCREDO NEVES;0;0;0;0;0;0;0;0;0
BA-QUEIMADAS;0;0;0;0;0;0;0;0;0
BA-QUIJINGUE;0;0;0;0;0;0;0;0;0
BA-QUIXABEIRA;0;0;0;0;0;0;0;0;0
BA-RAFAEL JAMBEIRO;0;0;0;0;0;0;0;0;0
BA-REMANSO;0;0;0;0;0;0;0;0;0
BA-RETIROLANDIA;0;0;0;0;0;0;0;0;0
BA-RIACHAO DAS NEVES;0;0;0;0;0;0;3667,70000000019;0;3667,70000000019
BA-RIACHAO DO JACUIPE;0;0;0;0;0;0;0;0;0
BA-RIACHO DE SANTANA;0;0;0;0;0;0;0;0;0
BA-RIBEIRA DO AMPARO;0;0;0;0;0;0;0;0;0
BA-RIBEIRA DO POMBAL;0;0;0;0;0;0;0;0;0
BA-RIBEIRAO DO LARGO;0;0;0;0;0;0;0;0;0
BA-RIO DE CONTAS;0;0;0;0;0;0;0;0;0
BA-RIO DO ANTONIO;0;0;0;0;0;0;0;0;0
BA-RIO DO PIRES;0;0;0;0;0;0;0;0;0
BA-RIO REAL;0;0;0;0;0;0;0;0;0
BA-RODELAS;0;0;0;0;0;0;0;0;0
BA-RUY BARBOSA;0;0;0;0;0;0;0;0;0
BA-SALINAS DA MARGARIDA;0;0;0;0;0;0;0;0;0
BA-SALVADOR;0;0;0;0;0;0;0;0;0
BA-SANTA BARBARA;0;0;0;0;0;0;0;0;0
BA-SANTA BRIGIDA;0;0;0;0;0;0;0;0;0
BA-SANTA CRUZ CABRALIA;0;0;0;0;0;0;0;0;0
BA-SANTA CRUZ DA VITORIA;0;0;0;0;0;0;0;0;0
BA-SANTA INES;0;0;0;0;1146,6400000006;0;0;0;1146,6400000006
BA-SANTALUZ;0;0;0;0;0;0;0;0;0
BA-SANTA LUZIA;0;0;0;0;0;0;0;0;0
BA-SANTA MARIA DA VITORIA;0;0;0;0;0;0;0;0;0
BA-SANTANA;0;0;0;0;0;0;0;0;0
BA-SANTANOPOLIS;0;0;0;0;0;0;0;0;0
BA-SANTA RITA DE CASSIA;0;0;0;0;0;0;0;0;0
BA-SANTA TERESINHA;0;0;0;0;0;0;0;0;0
BA-SANTO AMARO;0;0;0;0;0;0;0;0;0
BA-SANTO ANTONIO DE JESUS;0;0;0;0;0;0;0;0;0
BA-SANTO ESTEVAO;0;0;0;0;0;0;0;0;0
BA-SAO DESIDERIO;0;0;0;360;0;0;27614,2900000019;676;28650,2900000019
BA-SAO DOMINGOS;0;0;0;0;0;0;0;0;0
BA-SAO FELIX;0;0;0;0;0;0;0;0;0
BA-SAO FELIX DO CORIBE;0;0;0;0;0;0;0;0;0
BA-SAO FELIPE;0;0;0;0;0;0;0;0;0
BA-SAO FRANCISCO DO CONDE;0;0;0;0;0;0;0;0;0
BA-SAO GABRIEL;0;0;0;0;0;0;0;0;0
BA-SAO GONCALO DOS CAMPOS;0;0;0;0;0;0;0;0;0
BA-SAO JOSE DA VITORIA;0;0;0;0;0;0;0;0;0
BA-SAO JOSE DO JACUIPE;0;0;0;0;0;0;0;0;0
BA-SAO MIGUEL DAS MATAS;0;0;0;0;0;0;0;0;0
BA-SAO SEBASTIAO DO PASSE;0;0;0;0;0;0;0;0;0
BA-SAPEACU;0;0;0;0;0;0;0;0;0
BA-SATIRO DIAS;0;0;0;0;0;0;0;0;0
BA-SAUBARA;0;0;0;0;0;0;0;0;0
BA-SAUDE;0;0;0;0;0;0;0;0;0
BA-SEABRA;0;0;0;0;0;0;0;0;0
BA-SEBASTIAO LARANJEIRAS;0;0;0;0;0;0;0;0;0
BA-SENHOR DO BONFIM;0;0;0;0;0;0;0;0;0
BA-SERRA DO RAMALHO;0;0;0;0;0;0;0;0;0
BA-SENTO SE;0;0;0;0;0;0;0;0;0
BA-SERRA DOURADA;0;0;0;0;0;0;0;0;0
BA-SERRA PRETA;0;0;0;0;0;0;0;0;0
BA-SERRINHA;0;0;0;0;0;0;0;0;0
BA-SERROLANDIA;0;0;0;0;0;0;0;0;0
BA-SIMOES FILHO;0;0;0;0;0;0;0;0;0
BA-SITIO DO MATO;0;0;0;0;0;0;0;0;0
BA-SITIO DO QUINTO;0;0;0;0;0;0;0;0;0
BA-SOBRADINHO;0;0;0;0;0;0;0;0;0
BA-SOUTO SOARES;0;0;0;0;0;0;0;0;0
BA-TABOCAS DO BREJO VELHO;0;0;0;0;0;0;0;0;0
BA-TANHACU;0;0;0;0;0;0;0;0;0
BA-TANQUE NOVO;0;0;0;0;0;0;0;0;0
BA-TANQUINHO;0;0;0;0;0;0;0;0;0
BA-TAPEROA;0;0;0;0;975,290000000037;0;0;0;975,290000000037
BA-TAPIRAMUTA;0;0;0;0;0;0;0;0;0
